,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,X_res,Y_res,ppi,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
1157,Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7,12,512GB SSD,Intel HD,Windows 7,1.4,204404,1920,1080,157.35,0,0,0,512,0,0
1158,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,1.0TB Hybrid,AMD Radeon,Windows 10,2.5,70105,1920,1080,141.21,0,0,0,0,10,0
1159,HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.48,181465,2560,1440,220.84,0,1,0,512,0,0
1160,Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.7,133276,1920,1080,157.35,0,0,0,256,0,0
1161,MSI,Gaming,14.0,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.7,157282,1920,1080,157.35,0,0,1,256,0,0
1162,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,79930,1920,1080,141.21,1,0,1,0,0,0
1163,Lenovo,Notebook,15.6,1366x768,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.2,40810,1366,768,100.45,0,0,1,0,0,0
1164,HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,No OS,2.1,42409,1366,768,100.45,0,0,500,0,0,0
1165,Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.62,133187,3840,2160,282.42,0,0,1,128,0,0
1166,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.95,123585,1920,1080,141.21,1,0,0,256,0,0
1167,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,41610,1920,1080,141.21,0,0,1,0,0,0
1168,HP,Notebook,14.0,1366x768,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.44,22139,1366,768,111.94,0,0,0,0,0,32
1169,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,74595,1920,1080,141.21,1,0,1,0,0,0
1170,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.96,60370,1920,1080,141.21,0,0,0,256,0,0
1171,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7,16,512GB SSD,Intel UHD,Windows 10,2.1,103047,1920,1080,141.21,0,0,0,512,0,0
1172,Asus,Notebook,15.6,1366x768,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,32808,1366,768,100.45,0,0,500,0,0,0
1173,Lenovo,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,No OS,2.1,35386,1366,768,100.45,0,0,500,0,0,0
1174,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,63037,1920,1080,141.21,0,0,1,0,0,0
1175,Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i3,4,256GB SSD,Intel HD,Windows 10,2.0,68372,1920,1080,157.35,0,0,0,256,0,0
1176,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7,4,1.0TB Hybrid,Intel HD,Windows 7,2.32,73351,1920,1080,141.21,0,0,0,0,10,0
1177,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,3.31,116028,1920,1080,141.21,1,0,0,512,0,0
1178,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.91,191456,1920,1080,141.21,0,0,1,128,0,0
1179,HP,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.07,57792,1366,768,100.45,0,0,500,0,0,0
1180,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,145546,2560,1440,209.8,1,1,0,256,0,0
1181,Lenovo,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7,6,256GB SSD,Nvidia GeForce,Windows 10,1.54,73884,1920,1080,141.21,0,0,0,256,0,0
1182,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Linux,1.98,79575,1920,1080,141.21,0,0,0,256,0,0
1183,Acer,Notebook,15.6,1366x768,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,29607,1366,768,100.45,0,0,500,0,0,0
1184,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,6,1TB HDD,Nvidia GeForce,Windows 10,2.18,71039,1920,1080,141.21,1,0,1,0,0,0
1185,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.591,80819,1920,1080,141.21,1,0,1,256,0,0
1186,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,2.09,104825,1920,1080,141.21,0,1,0,512,0,0
1187,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,256GB SSD,Nvidia GeForce,Windows 10,2.23,61437,1920,1080,141.21,0,0,0,256,0,0
1188,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5,8,256GB SSD,Intel HD,Linux,1.23,97712,3200,1800,276.05,0,1,0,256,0,0
1189,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,231077,1920,1080,127.34,1,0,1,256,0,0
1190,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.4,72817,1920,1080,141.21,1,0,1,0,0,0
1192,HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.86,43121,1366,768,100.45,0,0,500,0,0,0
1194,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,106603,1920,1080,165.63,1,1,0,256,0,0
1195,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.21,117984,1920,1080,141.21,1,0,1,128,0,0
1196,Lenovo,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon,No OS,1.9,32719,1366,768,100.45,0,0,1,0,0,0
1197,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,191156,1920,1080,127.34,1,0,1,512,0,0
1198,Acer,Notebook,15.6,1366x768,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.1,24184,1366,768,100.45,0,0,1,0,0,0
1199,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.43,182168,1920,1080,127.34,0,0,1,256,0,0
1200,Dell,Notebook,15.6,1366x768,Intel Core i3,4,128GB SSD,AMD Radeon,Windows 10,2.3,44366,1366,768,100.45,0,0,0,128,0,0
1201,Lenovo,Notebook,15.6,1366x768,Intel Core i7,8,500GB HDD,Nvidia GeForce,No OS,2.2,55924,1366,768,100.45,0,0,500,0,0,0
1202,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7,16,512GB SSD,Intel UHD,Windows 10,2.0,114249,1920,1080,141.21,0,1,0,512,0,0
1203,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.2,238279,3200,1800,276.05,0,1,0,512,0,0
1204,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,103936,1920,1080,141.21,0,0,1,0,0,0
1205,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.36,79041,1920,1080,141.21,0,0,0,256,0,0
1206,HP,Notebook,15.6,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.91,51479,1366,768,100.45,0,0,0,256,0,0
1207,Lenovo,Notebook,15.6,1366x768,AMD E-Seies,4,500GB HDD,AMD Radeon,Windows 10,2.2,26584,1366,768,100.45,0,0,500,0,0,0
1208,Acer,Notebook,17.3,1600x900,Intel Core i3,8,1TB HDD,Nvidia GeForce,Windows 10,3.3,55924,1600,900,106.11,0,0,1,0,0,0
1209,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,217741,1920,1080,141.21,0,0,1,256,0,0
1211,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,155504,1920,1080,141.21,0,0,1,128,0,0
1212,MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.43,173285,1920,1080,127.34,1,0,1,256,0,0
1213,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.191,88821,1920,1080,141.21,1,1,0,256,0,0
1214,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,173286,1920,1080,127.34,0,0,1,256,0,0
1215,Acer,Netbook,11.6,1366x768,Other Intel Processor,2,32GB SSD,Intel HD,Chrome OS,1.3,15470,1366,768,135.09,0,0,0,32,0,0
1216,Acer,Notebook,17.3,1600x900,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,3.3,53168,1600,900,106.11,0,0,1,0,0,0
1217,Lenovo,Notebook,17.3,1600x900,Intel Core i5,8,1TB HDD,Intel HD,No OS,2.8,47922,1600,900,106.11,0,0,1,0,0,0
1218,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,113094,1920,1080,141.21,1,0,1,128,0,0
1219,Acer,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.2,102158,1920,1080,157.35,1,1,0,256,0,0
1220,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.3,135943,1920,1080,141.21,1,0,0,256,0,0
1221,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,131241,1920,1080,141.21,0,0,1,128,0,0
1222,HP,Notebook,15.6,Full HD 1920x1080,AMD A-Series,6,1TB HDD,AMD Radeon,Windows 10,2.1,47033,1920,1080,141.21,0,0,1,0,0,0
1223,Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.26,152336,1920,1080,176.23,0,1,0,256,0,0
1225,Asus,Notebook,15.6,1366x768,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.65,27473,1366,768,100.45,0,0,1,0,0,0
1226,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.29,131320,3200,1800,276.05,0,1,0,256,0,0
1227,Dell,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Intel HD,Linux,2.18,46399,1366,768,100.45,0,0,1,0,0,0
1228,Lenovo,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,91488,1920,1080,141.21,1,1,1,128,0,0
1229,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,102158,1920,1080,141.21,0,0,1,128,0,0
1230,Lenovo,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.3,146702,1920,1080,176.23,1,1,0,512,0,0
1232,Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.3,41700,1366,768,100.45,0,1,1,0,0,0
1233,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,142078,1920,1080,127.34,0,0,1,256,0,0
1234,Apple,Ultrabook,11.6,1366x768,Intel Core i5,4,256GB Flash Storage,Intel HD,mac OS,1.08,85265,1366,768,135.09,0,0,0,0,0,256
1235,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.1,42499,1920,1080,141.21,0,0,1,0,0,0
1236,HP,Ultrabook,14.0,2560x1440,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.54,195441,2560,1440,209.8,0,0,0,256,0,0
1237,Dell,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,2.24,65527,1366,768,100.45,0,0,500,0,0,0
1238,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.3,103936,1920,1080,141.21,0,0,1,128,0,0
1239,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.4,133276,1920,1080,165.63,1,0,0,512,0,0
1240,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,2.2,53130,1920,1080,141.21,0,0,0,256,0,0
1241,Asus,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.45,113805,1920,1080,165.63,0,0,0,256,0,0
1242,Acer,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Linux,2.4,32168,1366,768,100.45,0,0,500,0,0,0
1243,Dell,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.77,159949,1920,1080,127.34,0,1,0,512,0,0
1244,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows 7,1.54,97800,1920,1080,157.35,0,0,0,256,0,0
1245,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,142256,1920,1080,141.21,1,0,1,256,0,0
1246,Dell,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.6,77796,1366,768,111.94,0,0,500,0,0,0
1247,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.34,206716,1920,1080,141.21,1,0,1,256,0,0
1248,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,No OS,2.3,50945,1920,1080,141.21,1,0,0,256,0,0
1249,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.24,161194,3200,1800,276.05,0,1,0,256,0,0
1250,Dell,Notebook,15.6,1366x768,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.2,28807,1366,768,100.45,0,0,500,0,0,0
1251,HP,Notebook,15.6,1366x768,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,1.86,35475,1366,768,100.45,0,0,500,0,0,0
1252,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3,6,128GB SSD,Nvidia GeForce,Windows 10,2.4,50590,1920,1080,141.21,0,0,0,128,0,0
1253,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,95312,1920,1080,157.35,1,0,0,256,0,0
1254,Dell,Notebook,15.6,1366x768,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,39475,1366,768,100.45,0,0,500,0,0,0
1255,Asus,Notebook,15.6,1366x768,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.0,30140,1366,768,100.45,0,0,1,0,0,0
1256,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.0,168929,1920,1080,127.34,1,0,1,128,0,0
1257,Dell,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.29,43566,1366,768,100.45,0,0,500,0,0,0
1258,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,1.0TB Hybrid,AMD Radeon,Windows 7,2.32,79574,1920,1080,141.21,0,0,0,0,10,0
1259,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,109270,1920,1080,141.21,0,0,1,128,0,0
1260,Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.8,74063,1920,1080,157.35,0,1,0,128,0,0
1261,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,1.2,64815,1920,1080,165.63,1,0,0,512,0,0
1262,Dell,Notebook,15.6,1366x768,Intel Core i3,6,1TB HDD,Intel HD,Windows 10,2.3,40810,1366,768,100.45,0,0,1,0,0,0
1263,Acer,Notebook,15.6,1366x768,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.4,25695,1366,768,100.45,0,0,500,0,0,0
1264,Dell,Notebook,15.6,1366x768,Other Intel Processor,2,500GB HDD,Intel HD,Windows 10,2.2,33697,1366,768,100.45,0,0,500,0,0,0
1265,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.6,79930,1920,1080,141.21,1,0,1,0,0,0
1266,HP,Notebook,15.6,Full HD 1920x1080,AMD A-Series,6,1.0TB Hybrid,AMD Radeon,Windows 10,2.04,48900,1920,1080,141.21,0,0,0,0,10,0
1267,Dell,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.3,71661,1366,768,100.45,0,0,1,0,0,0
1268,HP,Netbook,11.6,1366x768,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.17,18582,1366,768,135.09,0,0,0,0,0,32
1269,Asus,Notebook,15.6,1366x768,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows 10,2.2,64044,1366,768,100.45,0,0,500,0,0,0
1270,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,4,128GB SSD,Intel HD,Windows 10,1.8,56725,1920,1080,157.35,1,1,0,128,0,0
1271,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.3,133276,3200,1800,276.05,1,1,0,512,0,0
1272,Lenovo,Notebook,14.0,1366x768,Other Intel Processor,2,64GB Flash Storage,Intel HD,Windows 10,1.5,20360,1366,768,111.94,0,0,0,0,0,64
1273,HP,Notebook,15.6,1366x768,Intel Core i7,6,1TB HDD,AMD Radeon,Windows 10,2.19,67927,1366,768,100.45,0,0,1,0,0,0
